Elevation,Aspect,Slope,new_col1,a_sum
3095,13,8,30950,20
2738,77,11,27380,87
2733,58,9,27330,66
2895,30,10,28950,39
2710,63,17,27100,79
3121,288,8,31210,295
3140,265,14,31400,278
2868,72,20,28680,91
2741,64,11,27410,74
2920,355,10,29200,364
2744,60,13,27440,72
2703,55,11,27030,65
3116,45,9,31160,53
2807,62,22,28070,83
2748,61,15,27480,75
2743,64,10,27430,73
2739,71,13,27390,83
2709,59,11,27090,69
3170,310,4,31700,313
3156,88,6,31560,93
2938,1,11,29380,11
2916,27,8,29160,34
2779,64,23,27790,86
2720,54,10,27200,63
3126,34,16,31260,49
3212,258,21,32120,278
3101,322,3,31010,324
2785,59,24,27850,82
2774,58,23,27740,80
2756,52,20,27560,71
2723,53,10,27230,62
2708,67,16,27080,82
2960,303,20,29600,322
2817,64,24,28170,87
2754,50,24,27540,73
2731,51,12,27310,62
2722,57,10,27220,66
2717,62,11,27170,72
3206,106,6,32060,111
2850,61,20,28500,80
2774,45,22,27740,66
2763,54,25,27630,78
2729,57,11,27290,67
2715,55,12,27150,66
3112,253,10,31120,262
2758,61,24,27580,84
2747,62,21,27470,82
2714,38,11,27140,48
3154,54,15,31540,68
3111,261,9,31110,269
3212,135,8,32120,142
3178,93,13,31780,105
2719,54,6,27190,59
3161,315,12,31610,326
3108,56,5,31080,60
3155,111,7,31550,117
2871,67,22,28710,88
2835,81,17,28350,97
2809,75,16,28090,90
3191,81,5,31910,85
2915,146,15,29150,160
2799,60,13,27990,72
2751,72,24,27510,95
2731,73,14,27310,86
2748,46,18,27480,63
2741,49,17,27410,65
2725,65,18,27250,82
2709,77,14,27090,90
3212,198,6,32120,203
2822,41,19,28220,59
2806,40,22,28060,61
2765,53,29,27650,81
2750,41,22,27500,62
2751,51,23,27510,73
3209,74,20,32090,93
3146,291,10,31460,300
3183,99,5,31830,103
2917,301,10,29170,310
2786,53,29,27860,81
3195,230,7,31950,236
2797,55,28,27970,82
2753,60,25,27530,84
2784,55,25,27840,79
3088,124,17,30880,140
2745,58,24,27450,81
2724,60,21,27240,80
2702,75,18,27020,92
3178,263,9,31780,271
3131,169,5,31310,173
2801,60,27,28010,86
2763,56,23,27630,78
2740,59,23,27400,81
2987,352,13,29870,364
2946,18,16,29460,33
2770,52,23,27700,74
2736,62,24,27360,85
2803,57,32,28030,88
2743,62,26,27430,87
2729,69,30,27290,98
2711,69,25,27110,93
2703,60,16,27030,75
3173,90,11,31730,100
3148,146,5,31480,150
3081,154,11,30810,164
2891,48,17,28910,64
2830,51,29,28300,79
2799,52,29,27990,80
2763,59,28,27630,86
2716,69,27,27160,95
3122,158,8,31220,165
2771,60,29,27710,88
3140,255,14,31400,268
3140,135,5,31400,139
2963,32,9,29630,40
3202,48,22,32020,69
3146,130,4,31460,133
2843,70,26,28430,95
2812,63,25,28120,87
2738,63,33,27380,95
3037,48,19,30370,66
2990,284,12,29900,295
2865,85,15,28650,99
2809,62,24,28090,85
2720,57,23,27200,79
2958,55,4,29580,58
2774,58,30,27740,87
2938,62,5,29380,66
2771,56,30,27710,85
2755,62,34,27550,95
2788,61,26,27880,86
2750,70,36,27500,105
2732,71,33,27320,103
2737,70,34,27370,103
3212,71,14,32120,84
3106,83,6,31060,88
3067,320,4,30670,323
2960,59,4,29600,62
2890,68,17,28900,84
2818,65,19,28180,83
2767,73,36,27670,108
3187,63,7,31870,69
2813,65,19,28130,83
2773,74,36,27730,109
3239,180,3,32390,182
3192,102,7,31920,108
3151,266,15,31510,280
2809,82,22,28090,103
3211,115,4,32110,118
3080,0,9,30800,8
3009,131,10,30090,140
2799,82,25,27990,106
3197,247,5,31970,251
3181,309,6,31810,314
3110,81,6,31100,86
3094,4,4,30940,7
2791,75,29,27910,103
3031,253,6,30310,258
2830,72,15,28300,86
2778,80,34,27780,113
3245,45,3,32450,47
2930,79,7,29300,85
3046,144,13,30460,156
2850,113,14,28500,126
2769,79,31,27690,109
3193,97,10,31930,106
3036,149,11,30360,159
2957,123,10,29570,132
2756,70,31,27560,100
3252,49,5,32520,53
3229,61,2,32290,62
2993,286,14,29930,299
3173,57,7,31730,63
3188,67,8,31880,74
3178,49,5,31780,53
3175,48,6,31750,53
3105,140,8,31050,147
2762,61,30,27620,90
3219,324,6,32190,329
3219,352,8,32190,359
2737,52,29,27370,80
3206,261,5,32060,265
3164,88,19,31640,106
2933,58,4,29330,61
2790,60,23,27900,82
3199,108,3,31990,110
2815,55,18,28150,72
3218,61,12,32180,72
3207,72,3,32070,74
3081,184,11,30810,194
3042,56,10,30420,65
2821,58,18,28210,75
2776,73,25,27760,97
2765,75,21,27650,95
3216,58,9,32160,66
3049,293,5,30490,297
2806,66,21,28060,86
3185,32,3,31850,34
3018,106,9,30180,114
2821,58,21,28210,78
2800,64,26,28000,89
3025,307,9,30250,315
2762,62,27,27620,88
2734,68,30,27340,97
3047,78,15,30470,92
3040,277,10,30400,286
2953,60,7,29530,66
2826,46,27,28260,72
2736,49,26,27360,74
2737,44,22,27370,65
3196,336,9,31960,344
3062,329,1,30620,329
2927,51,16,29270,66
2914,29,8,29140,36
2806,76,39,28060,114
3019,312,6,30190,317
2811,80,35,28110,114
3199,268,6,31990,273
2841,82,18,28410,99
2800,67,28,28000,94
2768,57,22,27680,78
2747,52,21,27470,72
3204,101,1,32040,101
3091,90,13,30910,102
2763,56,22,27630,77
3170,284,4,31700,287
2847,64,23,28470,86
2826,71,25,28260,95
2812,71,25,28120,95
2756,48,23,27560,70
3024,331,6,30240,336
2940,3,16,29400,18
2771,34,20,27710,53
3037,10,4,30370,13
2974,6,10,29740,15
2785,35,17,27850,51
2823,72,26,28230,97
2811,67,21,28110,87
2792,26,14,27920,39
3213,97,4,32130,100
3097,92,15,30970,106
3080,343,14,30800,356
2799,27,11,27990,37
3227,328,3,32270,330
2837,53,27,28370,79
2802,47,10,28020,56
2799,66,9,27990,74
3242,315,17,32420,331
3213,39,6,32130,44
3095,138,13,30950,150
2773,80,48,27730,127
3038,90,9,30380,98
3040,310,12,30400,321
2847,50,27,28470,76
2809,67,18,28090,84
2779,78,47,27790,124
3215,28,23,32150,50
3221,219,3,32210,221
2786,76,46,27860,121
3255,285,16,32550,300
3076,34,10,30760,43
2806,31,18,28060,48
2743,76,49,27430,124
2728,62,29,27280,90
3043,324,14,30430,337
2842,62,28,28420,89
2803,74,46,28030,119
3241,31,23,32410,53
3217,244,6,32170,249
2899,35,18,28990,52
2760,75,49,27600,123
3290,24,16,32900,39
2856,53,28,28560,80
3305,205,7,33050,211
3213,235,8,32130,242
3074,331,12,30740,342
3084,88,12,30840,99
2914,30,14,29140,43
2828,72,45,28280,116
2710,66,32,27100,97
3276,354,10,32760,363
3077,76,9,30770,84
2847,35,22,28470,56
2789,74,49,27890,122
2857,63,24,28570,86
2743,61,33,27430,93
3331,358,15,33310,372
3072,329,17,30720,345
2824,93,45,28240,137
2753,57,32,27530,88
2722,53,32,27220,84
3062,101,4,30620,104
3044,2,7,30440,8
2827,84,46,28270,129
2810,76,29,28100,104
2764,55,31,27640,85
3047,85,15,30470,99
2878,82,44,28780,125
3260,256,8,32600,263
2830,79,46,28300,124
2820,60,25,28200,84
2740,54,29,27400,82
3266,65,13,32660,77
3056,37,5,30560,41
3101,303,14,31010,316
3057,85,16,30570,100
2950,37,5,29500,41
2840,78,44,28400,121
2788,55,28,27880,82
2747,56,30,27470,85
2732,60,31,27320,90
3237,152,14,32370,165
2741,63,31,27410,93
2991,83,8,29910,90
2802,59,28,28020,86
3133,20,29,31330,48
3139,34,3,31390,36
3112,73,7,31120,79
3335,52,14,33350,65
3035,53,7,30350,59
3168,300,5,31680,304
2717,74,35,27170,108
3280,162,4,32800,165
3082,106,7,30820,112
2816,75,27,28160,101
2722,75,34,27220,108
2857,87,21,28570,107
3230,207,3,32300,209
3048,96,4,30480,99
2732,77,33,27320,109
2714,74,32,27140,105
3242,16,7,32420,22
3021,148,15,30210,162
2772,82,31,27720,112
3108,48,26,31080,73
3183,28,8,31830,35
3181,39,9,31810,47
3165,14,12,31650,25
3121,50,12,31210,61
2740,76,31,27400,106
2706,76,30,27060,105
3102,57,11,31020,67
3375,61,13,33750,73
2730,80,31,27300,110
3284,319,9,32840,327
2700,80,27,27000,106
3285,308,12,32850,319
2753,86,32,27530,117
3246,27,2,32460,28
3218,58,4,32180,61
2720,85,28,27200,112
3090,36,6,30900,41
2755,87,31,27550,117
2706,83,26,27060,108
3250,308,6,32500,313
3244,54,40,32440,93
3047,72,7,30470,78
2681,78,23,26810,100
3226,47,8,32260,54
3208,338,5,32080,342
2793,85,31,27930,115
2725,81,27,27250,107
3200,172,5,32000,176
3277,287,20,32770,306
3015,37,5,30150,41
2982,117,11,29820,127
2795,80,31,27950,110
2713,76,25,27130,100
3279,62,8,32790,69
3206,304,7,32060,310
3208,48,7,32080,54
2959,53,14,29590,66
2731,75,27,27310,101
2679,71,24,26790,94
3267,319,4,32670,322
3169,277,24,31690,300
3158,282,6,31580,287
3042,83,6,30420,88
3039,104,6,30390,109
2727,68,26,27270,93
3289,0,0,32890,-1
2817,72,32,28170,103
2733,66,26,27330,91
3145,63,13,31450,75
3113,345,11,31130,355
2786,71,32,27860,102
2726,65,25,27260,89
2704,61,23,27040,83
2895,84,19,28950,102
3230,298,16,32300,313
3200,280,7,32000,286
3122,32,9,31220,40
2715,68,24,27150,91
2702,75,27,27020,101
3161,340,5,31610,344
2742,67,23,27420,89
3198,269,9,31980,277
2708,80,29,27080,108
3172,30,9,31720,38
3166,8,5,31660,12
3052,72,9,30520,80
2751,83,23,27510,105
2726,86,25,27260,110
3287,333,4,32870,336
3262,88,5,32620,92
3207,85,6,32070,90
3217,313,16,32170,328
3276,272,14,32760,285
3200,263,8,32000,270
3224,352,2,32240,353
2921,70,18,29210,87
2779,90,28,27790,117
2724,93,26,27240,118
3292,347,3,32920,349
3222,25,9,32220,33
3063,54,15,30630,68
2996,80,16,29960,95
2763,87,27,27630,113
2799,87,31,27990,117
2736,98,25,27360,122
2722,100,28,27220,127
3275,278,8,32750,285
3230,297,11,32300,307
3207,99,12,32070,110
3040,0,5,30400,4
3006,88,11,30060,98
2701,99,31,27010,129
3296,356,3,32960,358
2733,93,28,27330,120
2699,94,31,26990,124
3208,0,9,32080,8
3191,286,20,31910,305
3186,28,6,31860,33
2802,86,31,28020,116
2784,87,31,27840,117
2699,91,31,26990,121
2823,80,33,28230,112
2803,83,33,28030,115
2785,85,31,27850,115
2716,94,30,27160,123
2698,94,31,26980,124
3214,2,8,32140,9
2768,88,32,27680,119
3286,307,9,32860,315
3197,290,9,31970,298
3141,35,13,31410,47
2830,88,35,28300,122
3247,285,10,32470,294
2849,95,32,28490,126
2747,93,33,27470,125
2727,93,33,27270,125
3142,48,17,31420,64
2847,94,33,28470,126
2827,94,34,28270,127
2787,92,34,27870,125
2746,90,33,27460,122
3273,330,9,32730,338
2708,89,33,27080,121
2621,162,13,26210,174
3235,255,5,32350,259
2664,112,5,26640,116
2633,68,8,26330,75
2662,105,5,26620,109
3246,6,10,32460,15
3207,347,5,32070,351
2674,10,8,26740,17
2635,45,8,26350,52
2780,76,34,27800,109
2707,71,31,27070,101
3216,328,7,32160,334
2731,67,31,27310,97
3259,56,10,32590,65
2729,70,32,27290,101
3285,141,3,32850,143
2770,69,31,27700,99
2716,75,33,27160,107
2650,26,19,26500,44
2644,9,32,26440,40
3217,51,3,32170,53
3231,317,10,32310,326
2794,71,33,27940,103
3301,219,6,33010,224
3059,153,13,30590,165
3020,63,1,30200,63
2800,75,33,28000,107
2763,76,32,27630,107
2725,82,35,27250,116
2684,32,20,26840,51
2785,83,32,27850,114
2748,85,33,27480,117
2685,8,10,26850,17
3269,356,13,32690,368
3273,159,12,32730,170
3264,137,10,32640,146
3256,143,7,32560,149
2848,84,35,28480,118
2786,90,33,27860,122
2707,83,35,27070,117
2766,31,7,27660,37
3225,287,10,32250,296
3268,176,16,32680,191
3268,179,15,32680,193
3267,168,13,32670,180
2907,91,30,29070,120
3246,18,9,32460,26
3201,105,3,32010,107
3076,63,12,30760,74
2968,60,11,29680,70
2922,94,28,29220,121
2848,91,35,28480,125
2780,346,13,27800,358
3251,167,13,32510,179
3237,101,8,32370,108
2808,81,33,28080,113
2754,74,30,27540,103
3291,297,4,32910,300
3258,158,15,32580,172
3245,172,15,32450,186
3244,184,15,32440,198
3242,151,2,32420,152
3241,124,3,32410,126
3214,132,15,32140,146
2959,80,16,29590,95
2760,69,31,27600,99
2725,353,19,27250,371
3276,42,11,32760,52
3252,37,18,32520,54
3235,180,15,32350,194
3236,180,15,32360,194
3241,200,5,32410,204
3241,166,4,32410,169
3223,122,18,32230,139
3209,138,17,32090,154
3192,153,15,31920,167
3190,172,13,31900,184
3286,49,5,32860,53
3223,298,11,32230,308
2920,94,28,29200,121
2889,90,28,28890,117
2807,73,29,28070,101
3221,194,14,32210,207
3198,162,14,31980,175
3191,156,16,31910,171
2903,97,27,29030,123
2858,90,28,28580,117
2842,87,28,28420,114
2719,64,24,27190,87
3251,282,7,32510,288
3217,162,6,32170,167
3214,166,9,32140,174
3213,198,14,32130,211
3227,213,14,32270,226
3225,138,17,32250,154
2871,94,26,28710,119
2797,86,28,27970,113
3298,18,13,32980,30
3294,25,10,32940,34
3240,158,4,32400,161
3215,121,1,32150,121
3223,183,16,32230,198
2856,91,28,28560,118
2782,88,26,27820,113
2786,49,16,27860,64
2747,329,19,27470,347
3220,56,3,32200,58
3218,45,4,32180,48
3206,204,18,32060,221
3153,159,14,31530,172
2839,91,27,28390,117
2782,92,26,27820,117
2755,87,24,27550,110
2729,84,22,27290,105
2718,85,19,27180,103
3228,141,3,32280,143
3195,138,11,31950,148
3161,182,15,31610,196
3068,335,8,30680,342
3055,80,13,30550,92
3043,48,7,30430,54
2931,96,23,29310,118
2887,96,28,28870,123
2781,94,25,27810,118
2767,93,24,27670,116
2742,91,23,27420,113
3316,66,6,33160,71
3233,111,3,32330,113
3231,127,2,32310,128
3192,175,17,31920,191
3148,163,13,31480,175
3095,92,8,30950,99
3045,50,7,30450,56
2941,105,20,29410,124
2794,92,26,27940,117
2707,92,20,27070,111
3250,86,23,32500,108
3213,99,12,32130,110
3183,191,14,31830,204
3184,181,15,31840,195
3165,136,15,31650,150
3154,144,11,31540,154
3146,160,11,31460,170
2912,107,26,29120,132
2850,99,26,28500,124
2823,96,25,28230,120
2707,87,21,27070,107
2859,53,20,28590,72
2817,25,15,28170,39
3294,83,17,32940,99
3251,71,13,32510,83
3140,183,5,31400,187
3137,50,4,31370,53
2834,98,24,28340,121
2778,89,25,27780,113
2708,82,21,27080,102
3304,87,16,33040,102
3248,69,10,32480,78
3201,95,17,32010,111
3138,171,5,31380,175
3126,52,10,31260,61
3319,86,11,33190,96
3175,93,9,31750,101
3137,232,3,31370,234
2784,69,23,27840,91
2714,70,24,27140,93
2702,71,22,27020,92
3139,327,5,31390,331
2807,8,19,28070,26
3319,97,10,33190,106
3123,77,9,31230,85
2897,90,20,28970,109
2763,58,22,27630,79
2712,69,26,27120,94
2698,73,26,26980,98
3260,31,15,32600,45
3377,280,18,33770,297
3249,300,5,32490,304
3322,107,6,33220,112
3241,25,7,32410,31
2868,332,17,28680,348
2848,94,20,28480,113
2736,73,29,27360,101
2931,283,26,29310,308
3341,299,12,33410,310
3193,53,12,31930,64
3244,88,9,32440,96
3192,96,11,31920,106
2708,84,29,27080,112
2552,4,19,25520,22
2556,334,21,25560,354
3163,20,10,31630,29
2693,78,29,26930,106
2566,326,11,25660,336
2577,323,10,25770,332
3273,5,9,32730,13
2959,2,9,29590,10
2675,42,13,26750,54
2553,235,17,25530,251
2570,345,12,25700,356
2011,344,17,20110,360
2749,86,30,27490,115
2718,73,27,27180,99
2885,61,27,28850,87
2022,24,13,20220,36
2038,50,17,20380,66
2902,54,23,29020,76
2018,341,27,20180,367
3309,268,7,33090,274
3349,66,11,33490,76
2926,87,17,29260,103
2856,57,22,28560,78
3293,308,17,32930,324
3074,108,6,30740,113
2839,75,20,28390,94
2820,75,17,28200,91
2836,14,18,28360,31
2074,348,18,20740,365
3313,285,8,33130,292
3068,111,8,30680,118
2902,87,15,29020,101
2862,91,21,28620,111
2840,92,19,28400,110
3278,84,10,32780,93
3048,124,10,30480,133
2883,104,20,28830,123
2849,100,20,28490,119
2703,47,24,27030,70
2988,29,18,29880,46
2089,41,19,20890,59
3336,293,13,33360,305
3354,292,18,33540,309
3094,107,7,30940,113
3077,123,5,30770,127
2820,96,16,28200,111
2812,95,17,28120,111
2422,45,11,24220,55
2018,303,24,20180,326
2102,33,12,21020,44
3341,92,20,33410,111
3331,81,14,33310,94
3313,326,3,33130,328
2864,115,21,28640,135
2827,106,16,28270,121
2729,36,18,27290,53
2720,57,25,27200,81
2974,340,14,29740,353
3003,339,14,30030,352
2446,23,8,24460,30
2025,288,26,20250,313
2097,23,16,20970,38
2121,345,29,21210,373
2121,28,26,21210,53
2020,74,18,20200,91
2858,117,21,28580,137
2044,276,25,20440,300
2047,31,21,20470,51
2718,71,29,27180,99
2701,72,31,27010,102
2917,290,17,29170,306
2508,20,21,25080,40
2437,349,12,24370,360
2050,3,13,20500,15
3345,198,2,33450,199
3292,82,9,32920,90
3218,67,17,32180,83
3154,102,17,31540,118
2744,288,3,27440,290
2515,323,24,25150,346
2533,322,29,25330,350
2092,262,17,20920,278
2160,349,12,21600,360
2922,272,31,29220,302
3003,328,16,30030,343
2475,352,16,24750,367
2455,121,18,24550,138
2447,2,8,24470,9
3095,345,11,30950,355
2743,270,1,27430,270
2724,95,26,27240,120
2525,337,17,25250,353
2551,324,27,25510,350
2597,321,28,25970,348
2604,31,21,26040,51
2532,44,21,25320,64
2530,307,20,25300,326
2598,274,24,25980,297
2090,0,29,20900,28
2092,352,27,20920,378
2167,320,16,21670,335
2125,64,27,21250,90
2173,50,28,21730,77
3326,310,12,33260,321
3342,71,13,33420,83
3328,73,11,33280,83
3098,75,9,30980,83
2706,87,29,27060,115
2822,347,24,28220,370
2581,308,25,25810,332
2494,331,12,24940,342
2092,59,25,20920,83
2008,226,32,20080,257
2119,26,35,21190,60
3371,60,34,33710,93
3328,21,7,33280,27
2879,43,23,28790,65
2591,122,26,25910,147
2503,26,15,25030,40
2589,308,24,25890,331
2600,302,24,26000,325
2113,251,33,21130,283
2088,66,33,20880,98
3404,4,15,34040,18
3336,76,13,33360,88
3051,113,9,30510,121
2725,77,24,27250,100
2552,11,15,25520,25
2493,345,28,24930,372
2170,334,26,21700,359
3359,303,16,33590,318
2740,68,20,27400,87
2729,69,24,27290,92
2702,58,27,27020,84
2829,35,21,28290,55
2543,338,8,25430,345
2645,313,17,26450,329
2651,328,15,26510,342
2522,54,19,25220,72
2172,325,20,21720,344
3331,50,8,33310,57
2027,272,37,20270,308
2161,113,32,21610,144
3344,60,16,33440,75
3261,100,20,32610,119
2847,291,36,28470,326
2611,312,25,26110,336
2621,320,25,26210,344
2656,20,20,26560,39
2527,36,16,25270,51
2223,294,21,22230,314
3346,289,11,33460,299
3384,73,25,33840,97
3046,84,9,30460,92
2870,95,18,28700,112
2704,63,23,27040,85
3018,197,6,30180,202
2890,315,7,28900,321
2092,270,29,20920,298
2110,54,25,21100,78
3208,104,14,32080,117
2916,106,19,29160,124
2709,71,22,27090,92
3011,180,6,30110,185
2964,97,14,29640,110
2813,80,30,28130,109
2641,312,26,26410,337
2694,339,22,26940,360
2544,39,17,25440,55
2594,80,19,25940,98
2206,65,33,22060,97
2175,303,31,21750,333
2194,170,24,21940,193
2132,73,27,21320,99
2699,76,24,26990,99
2611,296,28,26110,323
2639,306,27,26390,332
2671,320,26,26710,345
2557,51,20,25570,70
2000,318,7,20000,324
2162,166,33,21620,198
3352,339,7,33520,345
2746,64,22,27460,85
2714,78,21,27140,98
2999,155,8,29990,162
3008,197,7,30080,203
2633,285,26,26330,310
2510,323,21,25100,343
2003,355,6,20030,360
2143,170,32,21430,201
3356,21,7,33560,27
3374,294,15,33740,308
3359,102,16,33590,117
3352,100,13,33520,112
2822,104,19,28220,122
2764,61,24,27640,84
2752,63,24,27520,86
2584,306,20,25840,325
2595,296,24,25950,319
2765,339,25,27650,363
2529,319,25,25290,343
2538,318,27,25380,344
2223,287,6,22230,292
2004,47,8,20040,54
2129,197,33,21290,229
2151,177,23,21510,199
2077,99,26,20770,124
3379,180,0,33790,179
2786,43,10,27860,52
2992,227,16,29920,242
2683,296,28,26830,323
2726,308,27,27260,334
2751,317,22,27510,338
2519,318,22,25190,339
2572,320,28,25720,347
2588,36,15,25880,50
2026,343,25,20260,367
2006,73,11,20060,83
2026,271,34,20260,304
3379,280,11,33790,290
3364,358,6,33640,363
3366,305,10,33660,314
3365,98,17,33650,114
3344,100,11,33440,110
3330,100,18,33300,117
2707,87,23,27070,109
2770,325,24,27700,348
2582,30,19,25820,48
2589,333,13,25890,345
2024,323,31,20240,353
2006,79,16,20060,94
3366,352,5,33660,356
3377,257,5,33770,261
3374,93,13,33740,105
3293,118,24,32930,141
2793,51,6,27930,56
2791,75,7,27910,81
2969,167,13,29690,179
2637,302,27,26370,328
2651,297,32,26510,328
2685,299,29,26850,327
2607,35,15,26070,49
2041,327,33,20410,359
2010,70,23,20100,92
2107,155,41,21070,195
2070,181,28,20700,208
2051,107,24,20510,130
3341,271,13,33410,283
3251,106,9,32510,114
2821,115,12,28210,126
2764,89,23,27640,111
2750,87,25,27500,111
2787,323,26,27870,348
2596,34,24,25960,57
2616,343,21,26160,363
2617,9,16,26170,24
2622,332,26,26220,357
2009,348,13,20090,360
2006,53,12,20060,64
2016,116,28,20160,143
3372,28,5,33720,32
3360,108,18,33600,125
2812,321,7,28120,327
2803,58,4,28030,61
2793,75,11,27930,85
2764,87,23,27640,109
2695,94,27,26950,120
2980,174,4,29800,177
2654,302,29,26540,330
2725,60,20,27250,79
2622,331,24,26220,354
2005,29,6,20050,34
2028,136,30,20280,165
3367,116,16,33670,131
3299,92,27,32990,118
3261,82,15,32610,96
2795,81,12,27950,92
2693,100,29,26930,128
2768,301,30,27680,330
2808,311,27,28080,337
2635,26,21,26350,46
2013,58,23,20130,80
2027,196,20,20270,215
2062,259,21,20620,279
2032,120,33,20320,152
3378,37,5,33780,41
3361,122,17,33610,138
3320,104,15,33200,118
3312,97,20,33120,116
3237,69,18,32370,86
3172,44,14,31720,57
2806,63,7,28060,69
2707,102,30,27070,131
2641,292,27,26410,318
2778,301,30,27780,330
2651,17,28,26510,44
2645,31,30,26450,60
2646,31,22,26460,52
2669,332,27,26690,358
2035,323,23,20350,345
2008,36,2,20080,37
2093,247,23,20930,269
3365,102,16,33650,117
3266,67,14,32660,80
2807,12,9,28070,20
2809,49,5,28090,53
2794,100,16,27940,115
2784,105,21,27840,125
2760,108,23,27600,130
2748,107,24,27480,130
2900,127,11,29000,137
2742,297,29,27420,325
2786,298,29,27860,326
2800,300,27,28000,326
2541,330,11,25410,340
2647,341,22,26470,362
2716,322,23,27160,344
2045,313,23,20450,335
2023,83,29,20230,111
2011,58,9,20110,66
2013,256,16,20130,271
2021,342,16,20210,357
1974,125,22,19740,146
3389,65,13,33890,77
3317,101,14,33170,114
3273,0,9,32730,8
2792,104,18,27920,121
2681,99,29,26810,127
2832,41,17,28320,57
2548,318,18,25480,335
2688,333,26,26880,358
2714,330,25,27140,354
2721,331,25,27210,355
2728,330,23,27280,352
2037,29,24,20370,52
2061,242,36,20610,277
3322,98,11,33220,108
3289,81,17,32890,97
2798,121,16,27980,136
2682,62,22,26820,83
2636,5,15,26360,19
2812,279,25,28120,303
2693,349,23,26930,371
2651,28,29,26510,56
2583,298,31,25830,328
2601,297,31,26010,327
2630,299,29,26300,327
2671,309,26,26710,334
2124,279,19,21240,297
2025,33,19,20250,51
2022,19,14,20220,32
2018,27,9,20180,35
2014,59,4,20140,62
2034,55,22,20340,76
2025,51,9,20250,59
2023,229,4,20230,232
3390,59,10,33900,68
3383,350,5,33830,354
3291,78,15,32910,92
2801,153,12,28010,164
2762,106,22,27620,127
2751,103,22,27510,124
2917,130,4,29170,133
2791,102,30,27910,131
2649,16,24,26490,39
2622,288,26,26220,313
2685,25,19,26850,43
2022,302,29,20220,330
2037,309,29,20370,337
2126,291,18,21260,308
2034,35,21,20340,55
